frequencia_hz,amplitude_dbm
0,8.312500000
779510,-27.375000000
1559020,-86.031250000
2338530,-87.531249984
3118040,-85.062500000
3897550,-85.093750000
4677060,-86.125000000
5456570,-85.656249984
6236080,-82.687500032
7015590,-84.687500032
7795100,-89.718750016
8574610,-86.250000000
9354120,-88.281249984
10133630,-89.312500000
10913140,-91.843750016
11692650,-89.375000000
12472160,-91.906249984
13251670,-91.937500032
14031180,-88.968750016
14810690,-86.500000000
15590200,-87.500000000
16369710,-88.531249984
17149220,-86.562499968
17928731,-92.593750016
18708241,-87.125000000
19487751,-89.156250000
20267261,-88.187500000
21046771,-86.156250000
21826281,-91.625000000
22605791,-91.593750016
23385301,-91.593750016
24164811,-92.062500000
24944321,-91.531249984
25723831,-93.500000000
26503341,-87.968750016
27282851,-89.437500000
28062361,-90.437500000
28841871,-88.906249984
29621381,-87.375000000
30400891,-89.343750016
31180401,-91.843750016
31959911,-86.843750016
32739421,-88.375000000
33518931,-88.375000000
34298441,-88.375000000
35077951,-88.875000000
35857461,-91.406249984
36636971,-90.906249984
37416481,-91.406249984
38195991,-89.906249984
38975501,-89.437500000
39755011,-87.937500032
40534521,-89.437500000
41314031,-93.468750016
42093541,-88.968750016
42873051,-89.968750016
43652561,-89.468750016
44432071,-90.000000000
45211581,-88.000000000
45991091,-88.531249984
46770601,-92.031250000
47550111,-91.531249984
48329621,-89.031250000
49109131,-90.562499968
49888641,-91.062500000
50668151,-89.062500000
51447661,-91.093750000
52227171,-89.093750000
53006682,-87.593750016
53786192,-91.593750016
54565702,-90.125000000
55345212,-88.625000000
56124722,-88.625000000
56904232,-88.156250000
57683742,-89.656249984
58463252,-88.656249984
59242762,-86.156250000
60022272,-91.687500032
60801782,-89.687500032
61581292,-90.187500000
62360802,-89.218750000
63140312,-90.218750000
63919822,-89.718750016
64699332,-88.718750016
65478842,-88.750000000
66258352,-84.250000000
67037862,-82.250000000
67817372,-82.781249984
68596882,-80.781249984
69376392,-83.781249984
70155902,-80.781249984
70935412,-80.812499968
71714922,-81.312500000
72494432,-83.312500000
73273942,-84.343750016
74053452,-87.343750016
74832962,-87.843750016
75612472,-89.375000000
76391982,-92.375000000
77171492,-90.875000000
77951002,-85.375000000
78730512,-85.906249984
79510022,-82.406249984
80289532,-81.406249984
81069042,-82.406249984
81848552,-80.937500032
82628062,-84.437500000
83407572,-84.937500032
84187082,-85.968750016
84966592,-83.968750016
85746102,-82.968750016
86525612,-87.500000000
87305122,-86.500000000
88084633,-88.000000000
88864143,-91.000000000
89643653,-83.531249984
90423163,-79.031250000
91202673,-76.531249984
91982183,-73.531249984
92761693,-71.062500000
93541203,-74.562499968
94320713,-76.562499968
95100223,-76.593750016
95879733,-82.093750000
96659243,-83.093750000
97438753,-87.593750016
98218263,-87.625000000
98997773,-91.625000000
99777283,-90.125000000
100556793,-92.156250000
101336303,-90.156250000
102115813,-89.656249984
102895323,-88.156250000
103674833,-89.156250000
104454343,-87.156250000
105233853,-93.125000000
106013363,-90.125000000
106792873,-91.125000000
107572383,-91.625000000
108351893,-88.625000000
109131403,-90.093750000
109910913,-88.593750016
110690423,-88.093750000
111469933,-94.093750000
112249443,-91.593750016
113028953,-91.062500000
113808463,-89.562499968
114587973,-90.062500000
115367483,-90.062500000
116146993,-89.062500000
116926503,-90.562499968
117706013,-87.531249984
118485523,-92.031250000
119265033,-89.531249984
120044543,-90.531249984
120824053,-91.031250000
121603563,-90.031250000
122383073,-87.500000000
123162584,-88.000000000
123942094,-90.500000000
124721604,-91.000000000
125501114,-88.000000000
126280624,-89.468750016
127060134,-88.468750016
127839644,-91.968750016
128619154,-90.968750016
129398664,-88.468750016
130178174,-90.468750016
130957684,-87.937500032
131737194,-89.937500032
132516704,-89.937500032
133296214,-91.937500032
134075724,-90.437500000
134855234,-90.406249984
135634744,-90.906249984
136414254,-90.906249984
137193764,-89.406249984
137973274,-89.906249984
138752784,-90.375000000
139532294,-86.375000000
140311804,-87.875000000
141091314,-90.375000000
141870824,-90.875000000
142650334,-92.375000000
143429844,-92.343750016
144209354,-89.843750016
144988864,-89.843750016
145768374,-86.843750016
146547884,-88.843750016
147327394,-91.343750016
148106904,-92.312500000
148886414,-92.312500000
149665924,-90.812499968
150445434,-89.812499968
151224944,-90.812499968
152004454,-88.281249984
152783964,-90.781249984
153563474,-87.781249984
154342984,-87.781249984
155122494,-86.781249984
155902004,-89.781249984
156681514,-91.750000000
157461024,-91.750000000
158240535,-89.750000000
159020045,-91.250000000
159799555,-88.250000000
160579065,-87.718750016
161358575,-91.218750000
162138085,-88.718750016
162917595,-86.687500032
163697105,-90.187500000
164476615,-90.687500032
165256125,-92.656249984
166035635,-91.156250000
166815145,-89.156250000
167594655,-88.125000000
168374165,-89.625000000
169153675,-89.125000000
169933185,-90.625000000
170712695,-89.593750016
171492205,-91.093750000
172271715,-92.093750000
173051225,-91.562499968
173830735,-89.062500000
174610245,-93.062500000
175389755,-91.031250000
176169265,-90.531249984
176948775,-88.531249984
177728285,-86.000000000
178507795,-88.500000000
179287305,-87.500000000
180066815,-89.000000000
180846325,-85.968750016
181625835,-85.968750016
182405345,-86.937500032
183184855,-90.437500000
183964365,-89.937500032
184743875,-88.937500032
185523385,-91.906249984
186302895,-90.406249984
187082405,-92.406249984
187861915,-90.375000000
188641425,-89.875000000
189420935,-91.875000000
190200445,-90.843750016
190979955,-90.843750016
191759465,-90.343750016
192538976,-90.812499968
193318486,-91.812499968
194097996,-87.312500000
194877506,-91.812499968
195657016,-89.281249984
196436526,-90.281249984
197216036,-91.781249984
197995546,-89.750000000
198775056,-89.250000000
199554566,-88.250000000
200334076,-89.718750016
201113586,-90.718750016
201893096,-90.718750016
202672606,-89.687500032
203452116,-88.187500000
204231626,-93.187500000
205011136,-89.656249984
205790646,-91.156250000
206570156,-90.156250000
207349666,-90.125000000
208129176,-91.625000000
208908686,-89.125000000
209688196,-89.125000000
210467706,-90.093750000
211247216,-88.593750016
212026726,-92.093750000
212806236,-92.062500000
213585746,-91.062500000
214365256,-90.062500000
215144766,-87.031250000
215924276,-89.031250000
216703786,-88.531249984
217483296,-91.500000000
218262806,-88.500000000
219042316,-91.000000000
219821826,-88.500000000
220601336,-89.968750016
221380846,-90.468750016
222160356,-90.468750016
222939866,-89.437500000
223719376,-91.437500000
224498886,-88.937500032
225278396,-89.906249984
226057906,-92.406249984
226837416,-89.406249984
227616927,-89.875000000
228396437,-89.375000000
229175947,-91.375000000
229955457,-89.875000000
230734967,-88.843750016
231514477,-91.343750016
232293987,-89.343750016
233073497,-87.343750016
233853007,-89.843750016
234632517,-90.843750016
235412027,-90.843750016
236191537,-90.343750016
236971047,-90.843750016
237750557,-93.375000000
238530067,-90.375000000
239309577,-90.875000000
240089087,-86.875000000
240868597,-90.875000000
241648107,-86.875000000
242427617,-87.875000000
243207127,-88.875000000
243986637,-87.875000000
244766147,-88.375000000
245545657,-86.406249984
246325167,-88.906249984
247104677,-88.406249984
247884187,-87.906249984
248663697,-88.906249984
249443207,-88.406249984
250222717,-85.406249984
251002227,-87.906249984
251781737,-88.406249984
252561247,-90.906249984
253340757,-88.937500032
254120267,-87.437500000
254899777,-87.937500032
255679287,-87.437500000
256458797,-85.437500000
257238307,-87.937500032
258017817,-85.937500032
258797327,-88.937500032
259576837,-87.937500032
260356347,-90.968750016
261135857,-89.468750016
261915367,-88.968750016
262694878,-85.468750016
263474388,-93.968750016
264253898,-91.468750016
265033408,-88.468750016
265812918,-86.968750016
266592428,-92.468750016
267371938,-89.468750016
268151448,-90.500000000
268930958,-90.000000000
269710468,-89.000000000
270489978,-88.500000000
271269488,-91.000000000
272048998,-89.000000000
272828508,-88.500000000
273608018,-89.500000000
274387528,-91.500000000
275167038,-89.531249984
275946548,-89.031250000
276726058,-87.531249984
277505568,-86.031250000
278285078,-86.031250000
279064588,-88.031250000
279844098,-88.031250000
280623608,-89.031250000
281403118,-91.031250000
282182628,-89.031250000
282962138,-86.562499968
283741648,-90.562499968
284521158,-82.562499968
285300668,-87.562499968
286080178,-88.062500000
286859688,-88.562499968
287639198,-87.562499968
288418708,-90.062500000
289198218,-89.062500000
289977728,-89.593750016
290757238,-88.093750000
291536748,-88.093750000
292316258,-87.593750016
293095768,-87.093750000
293875278,-88.093750000
294654788,-90.093750000
295434298,-86.562499968
296213808,-86.562499968
296993318,-88.062500000
297772829,-84.062500000
298552339,-88.562499968
299331849,-86.562499968
300111359,-88.531249984
300890869,-90.031250000
301670379,-88.531249984
302449889,-88.031250000
303229399,-90.531249984
304008909,-89.000000000
304788419,-88.500000000
305567929,-89.000000000
306347439,-90.000000000
307126949,-93.000000000
307906459,-88.000000000
308685969,-89.968750016
309465479,-88.968750016
310244989,-88.968750016
311024499,-90.968750016
311804009,-85.968750016
