frequencia_hz,amplitude_dbm
0,8.250000000
779510,-27.437500000
1559020,-86.593750016
2338530,-84.093750000
3118040,-84.625000000
3897550,-85.656249984
4677060,-86.687500032
5456570,-85.218750000
6236080,-83.750000000
7015590,-85.250000000
7795100,-83.781249984
8574610,-81.812499968
9354120,-87.343750016
10133630,-86.375000000
10913140,-92.406249984
11692650,-88.937500032
12472160,-91.968750016
13251670,-90.000000000
14031180,-93.500000000
14810690,-88.562499968
15590200,-87.062500000
16369710,-88.625000000
17149220,-88.125000000
17928731,-86.156250000
18708241,-86.187500000
19487751,-87.218750000
20267261,-85.250000000
21046771,-85.718750016
21826281,-84.687500032
22605791,-83.156250000
23385301,-82.156250000
24164811,-84.125000000
24944321,-86.593750016
25723831,-87.562499968
26503341,-90.062500000
27282851,-88.031250000
28062361,-88.000000000
28841871,-87.468750016
29621381,-83.437500000
30400891,-87.906249984
31180401,-81.906249984
31959911,-83.406249984
32739421,-81.906249984
33518931,-81.937500032
34298441,-81.437500000
35077951,-82.937500032
35857461,-81.468750016
36636971,-81.468750016
37416481,-85.968750016
38195991,-88.968750016
38975501,-87.000000000
39755011,-85.000000000
40534521,-84.500000000
41314031,-78.531249984
42093541,-75.531249984
42873051,-73.031250000
43652561,-73.531249984
44432071,-65.562499968
45211581,-70.562499968
45991091,-63.593750016
46770601,-66.593750016
47550111,-68.093750000
48329621,-68.093750000
49109131,-74.125000000
49888641,-74.625000000
50668151,-84.625000000
51447661,-86.656249984
52227171,-81.156250000
53006682,-76.656249984
53786192,-74.656249984
54565702,-68.187500000
55345212,-66.687500032
56124722,-63.687500032
56904232,-62.218750000
57683742,-62.718750016
58463252,-65.218750000
59242762,-63.718750016
60022272,-64.750000000
60801782,-78.250000000
61581292,-74.750000000
62360802,-70.250000000
63140312,-69.281249984
63919822,-70.281249984
64699332,-67.281249984
65478842,-62.312500000
66258352,-63.312500000
67037862,-68.312500000
67817372,-65.843750016
68596882,-64.843750016
69376392,-67.843750016
70155902,-69.843750016
70935412,-67.375000000
71714922,-67.375000000
72494432,-68.875000000
73273942,-69.906249984
74053452,-69.906249984
74832962,-73.906249984
75612472,-74.406249984
76391982,-73.937500032
77171492,-74.437500000
77951002,-71.437500000
78730512,-70.968750016
79510022,-64.968750016
80289532,-63.468750016
81069042,-63.000000000
81848552,-66.000000000
82628062,-65.000000000
83407572,-64.500000000
84187082,-68.031250000
84966592,-69.031250000
85746102,-68.531249984
86525612,-69.031250000
87305122,-74.562499968
88084633,-76.562499968
88864143,-74.562499968
89643653,-72.593750016
90423163,-67.593750016
91202673,-67.593750016
91982183,-65.093750000
92761693,-63.125000000
93541203,-62.125000000
94320713,-59.125000000
95100223,-61.156250000
95879733,-63.156250000
96659243,-65.656249984
97438753,-67.656249984
98218263,-70.687500032
98997773,-73.187500000
99777283,-78.687500032
100556793,-73.718750016
101336303,-71.718750016
102115813,-68.718750016
102895323,-67.218750000
103674833,-63.218750000
104454343,-67.687500032
105233853,-68.687500032
106013363,-72.187500000
106792873,-76.187500000
107572383,-81.187500000
108351893,-82.187500000
109131403,-77.156250000
109910913,-73.656249984
110690423,-73.156250000
111469933,-70.656249984
112249443,-71.656249984
113028953,-71.656249984
113808463,-71.125000000
114587973,-73.125000000
115367483,-79.625000000
116146993,-79.625000000
116926503,-80.125000000
117706013,-77.593750016
118485523,-71.593750016
119265033,-70.593750016
120044543,-71.093750000
120824053,-76.593750016
121603563,-79.093750000
122383073,-84.562499968
123162584,-82.062500000
123942094,-81.062500000
124721604,-76.562499968
125501114,-73.562499968
126280624,-70.031250000
127060134,-71.531249984
127839644,-70.031250000
128619154,-76.031250000
129398664,-79.531249984
130178174,-86.000000000
130957684,-83.000000000
131737194,-78.500000000
132516704,-74.000000000
133296214,-71.500000000
134075724,-68.500000000
134855234,-67.968750016
135634744,-66.968750016
136414254,-69.468750016
137193764,-72.968750016
137973274,-80.468750016
138752784,-81.468750016
139532294,-82.437500000
140311804,-73.937500032
141091314,-76.437500000
141870824,-75.937500032
142650334,-69.937500032
143429844,-71.906249984
144209354,-75.406249984
144988864,-76.406249984
145768374,-82.406249984
146547884,-84.906249984
147327394,-84.406249984
148106904,-77.875000000
148886414,-79.875000000
149665924,-74.875000000
150445434,-78.875000000
151224944,-78.375000000
152004454,-79.843750016
152783964,-86.343750016
153563474,-83.843750016
154342984,-85.343750016
155122494,-82.843750016
155902004,-80.812499968
156681514,-78.312500000
157461024,-75.312500000
158240535,-74.312500000
159020045,-74.312500000
159799555,-75.812499968
160579065,-78.781249984
161358575,-83.281249984
162138085,-87.781249984
162917595,-87.750000000
163697105,-80.750000000
164476615,-78.750000000
165256125,-75.718750016
166035635,-71.218750000
166815145,-74.218750000
167594655,-77.718750016
168374165,-82.187500000
169153675,-85.187500000
169933185,-87.156250000
170712695,-86.656249984
171492205,-82.156250000
172271715,-79.156250000
173051225,-77.125000000
173830735,-74.125000000
174610245,-75.125000000
175389755,-77.593750016
176169265,-79.093750000
176948775,-85.593750016
177728285,-88.062500000
178507795,-86.062500000
179287305,-82.562499968
180066815,-79.531249984
180846325,-78.031250000
181625835,-80.531249984
182405345,-81.031250000
183184855,-86.500000000
183964365,-88.500000000
184743875,-89.000000000
185523385,-87.968750016
186302895,-88.968750016
187082405,-84.968750016
187861915,-81.937500032
188641425,-83.937500032
189420935,-82.937500032
190200445,-85.906249984
190979955,-86.906249984
191759465,-87.906249984
192538976,-88.875000000
193318486,-91.375000000
194097996,-86.375000000
194877506,-82.343750016
195657016,-82.343750016
196436526,-80.843750016
197216036,-79.343750016
197995546,-84.312500000
198775056,-86.312500000
199554566,-89.812499968
200334076,-86.281249984
201113586,-86.281249984
201893096,-88.281249984
202672606,-85.250000000
203452116,-80.750000000
204231626,-82.750000000
205011136,-78.750000000
205790646,-83.718750016
206570156,-84.718750016
207349666,-87.187500000
208129176,-85.687500032
208908686,-88.187500000
209688196,-87.687500032
210467706,-85.156250000
211247216,-82.156250000
212026726,-81.156250000
212806236,-79.125000000
213585746,-85.125000000
214365256,-87.125000000
215144766,-91.593750016
215924276,-90.093750000
216703786,-89.093750000
217483296,-88.062500000
218262806,-88.562499968
219042316,-83.062500000
219821826,-83.062500000
220601336,-81.031250000
221380846,-82.531249984
222160356,-83.531249984
222939866,-89.000000000
223719376,-90.500000000
224498886,-88.000000000
225278396,-85.968750016
226057906,-90.968750016
226837416,-85.968750016
227616927,-84.437500000
228396437,-83.437500000
229175947,-85.937500032
229955457,-83.937500032
230734967,-86.906249984
231514477,-86.906249984
232293987,-88.906249984
233073497,-89.906249984
233853007,-88.906249984
234632517,-85.406249984
235412027,-82.906249984
236191537,-81.906249984
236971047,-83.406249984
237750557,-85.937500032
238530067,-85.937500032
239309577,-85.937500032
240089087,-87.937500032
240868597,-83.937500032
241648107,-82.437500000
242427617,-81.437500000
243207127,-82.937500032
243986637,-85.937500032
244766147,-81.937500032
245545657,-85.468750016
246325167,-87.468750016
247104677,-87.468750016
247884187,-82.968750016
248663697,-83.968750016
249443207,-80.468750016
250222717,-79.468750016
251002227,-75.968750016
251781737,-77.468750016
252561247,-82.468750016
253340757,-82.500000000
254120267,-82.000000000
254899777,-85.000000000
255679287,-87.000000000
256458797,-85.000000000
257238307,-88.500000000
258017817,-87.500000000
258797327,-85.500000000
259576837,-82.000000000
260356347,-83.031250000
261135857,-84.031250000
261915367,-82.031250000
262694878,-82.031250000
263474388,-85.031250000
264253898,-85.531249984
265033408,-85.031250000
265812918,-85.531249984
266592428,-86.031250000
267371938,-85.031250000
268151448,-85.562499968
268930958,-84.062500000
269710468,-87.562499968
270489978,-86.562499968
271269488,-82.562499968
