frequencia_hz,amplitude_dbm
0,8.281249984
779510,-27.406249984
1559020,-85.062500000
2338530,-86.062500000
3118040,-85.593750016
3897550,-85.125000000
4677060,-88.156250000
5456570,-84.687500032
6236080,-85.687500032
7015590,-87.218750000
7795100,-87.281249984
8574610,-84.312500000
9354120,-89.312500000
10133630,-88.343750016
10913140,-93.875000000
11692650,-87.406249984
12472160,-90.437500000
13251670,-88.468750016
14031180,-90.468750016
14810690,-87.531249984
15590200,-87.562499968
16369710,-90.093750000
17149220,-86.593750016
17928731,-86.125000000
18708241,-83.156250000
19487751,-80.187500000
20267261,-81.218750000
21046771,-78.187500000
21826281,-74.656249984
22605791,-75.156250000
23385301,-74.625000000
24164811,-76.093750000
24944321,-79.062500000
25723831,-79.531249984
26503341,-81.031250000
27282851,-83.968750016
28062361,-86.937500032
28841871,-84.937500032
29621381,-78.906249984
30400891,-76.375000000
31180401,-78.875000000
31959911,-77.875000000
32739421,-76.906249984
33518931,-76.906249984
34298441,-79.906249984
35077951,-82.406249984
35857461,-83.437500000
36636971,-86.937500032
37416481,-87.437500000
38195991,-89.937500032
38975501,-87.468750016
39755011,-89.468750016
40534521,-85.968750016
41314031,-78.000000000
42093541,-77.500000000
42873051,-76.500000000
43652561,-75.500000000
44432071,-69.531249984
45211581,-69.031250000
45991091,-69.562499968
46770601,-71.062500000
47550111,-69.562499968
48329621,-71.562499968
49109131,-71.093750000
49888641,-72.593750016
50668151,-80.093750000
51447661,-86.093750000
52227171,-85.625000000
53006682,-78.625000000
53786192,-76.625000000
54565702,-72.656249984
55345212,-71.156250000
56124722,-68.156250000
56904232,-66.687500032
57683742,-68.687500032
58463252,-70.687500032
59242762,-72.187500000
60022272,-72.218750000
60801782,-88.718750016
61581292,-84.718750016
62360802,-75.750000000
63140312,-77.250000000
63919822,-73.750000000
64699332,-69.750000000
65478842,-70.781249984
66258352,-68.281249984
67037862,-67.781249984
67817372,-67.781249984
68596882,-69.812499968
69376392,-69.312500000
70155902,-67.312500000
70935412,-68.343750016
71714922,-68.843750016
72494432,-74.343750016
73273942,-80.875000000
74053452,-80.375000000
74832962,-72.875000000
75612472,-62.406249984
76391982,-59.906249984
77171492,-58.406249984
77951002,-56.906249984
78730512,-60.937500032
79510022,-57.937500032
80289532,-56.437500000
81069042,-58.437500000
81848552,-61.468750016
82628062,-62.468750016
83407572,-65.968750016
84187082,-67.500000000
84966592,-72.500000000
85746102,-82.500000000
86525612,-79.000000000
87305122,-79.031250000
88084633,-74.531249984
88864143,-74.531249984
89643653,-70.062500000
90423163,-67.062500000
91202673,-68.562499968
91982183,-69.093750000
92761693,-63.593750016
93541203,-64.093750000
94320713,-68.093750000
95100223,-67.625000000
95879733,-70.625000000
96659243,-71.125000000
97438753,-81.125000000
98218263,-77.656249984
98997773,-78.156250000
99777283,-74.656249984
100556793,-71.687500032
101336303,-70.187500000
102115813,-65.687500032
102895323,-66.187500000
103674833,-66.687500032
104454343,-69.687500032
105233853,-71.656249984
106013363,-81.656249984
106792873,-85.156250000
107572383,-77.156250000
108351893,-73.156250000
109131403,-70.125000000
109910913,-70.125000000
110690423,-68.625000000
111469933,-68.125000000
112249443,-75.625000000
113028953,-75.125000000
113808463,-81.093750000
114587973,-88.093750000
115367483,-83.093750000
116146993,-76.593750016
116926503,-72.593750016
117706013,-68.062500000
118485523,-68.562499968
119265033,-68.062500000
120044543,-74.062500000
120824053,-88.062500000
121603563,-85.562499968
122383073,-78.031250000
123162584,-72.031250000
123942094,-69.031250000
124721604,-69.031250000
125501114,-67.031250000
126280624,-69.500000000
127060134,-70.000000000
127839644,-74.500000000
128619154,-86.500000000
129398664,-87.000000000
130178174,-78.968750016
130957684,-74.968750016
131737194,-78.968750016
132516704,-85.468750016
133296214,-85.968750016
134075724,-80.468750016
134855234,-73.937500032
135634744,-69.437500000
136414254,-70.937500032
137193764,-70.937500032
137973274,-70.937500032
138752784,-75.937500032
139532294,-78.406249984
140311804,-86.906249984
141091314,-87.406249984
141870824,-83.406249984
142650334,-81.406249984
143429844,-73.375000000
144209354,-69.875000000
144988864,-73.875000000
145768374,-74.375000000
146547884,-75.375000000
147327394,-80.343750016
148106904,-85.343750016
148886414,-86.343750016
149665924,-85.343750016
150445434,-82.843750016
151224944,-75.843750016
152004454,-73.312500000
152783964,-75.312500000
153563474,-74.812499968
154342984,-77.812499968
155122494,-81.812499968
155902004,-84.781249984
156681514,-89.781249984
157461024,-86.281249984
158240535,-79.781249984
159020045,-75.281249984
159799555,-74.281249984
160579065,-73.250000000
161358575,-73.750000000
162138085,-77.250000000
162917595,-77.718750016
163697105,-85.218750000
164476615,-88.718750016
165256125,-90.187500000
166035635,-83.187500000
166815145,-80.687500032
167594655,-77.187500000
168374165,-76.156250000
169153675,-74.156250000
169933185,-76.656249984
170712695,-83.125000000
171492205,-84.625000000
172271715,-87.125000000
173051225,-87.593750016
173830735,-87.593750016
174610245,-78.093750000
175389755,-75.562499968
176169265,-74.062500000
176948775,-76.062500000
177728285,-76.531249984
178507795,-80.031250000
179287305,-84.531249984
180066815,-85.531249984
180846325,-81.000000000
181625835,-76.500000000
182405345,-75.968750016
183184855,-73.468750016
183964365,-73.968750016
184743875,-83.468750016
185523385,-85.937500032
186302895,-87.437500000
187082405,-89.437500000
187861915,-90.406249984
188641425,-89.906249984
189420935,-82.406249984
190200445,-82.375000000
190979955,-80.375000000
191759465,-79.375000000
192538976,-83.843750016
193318486,-86.343750016
194097996,-90.343750016
194877506,-89.812499968
195657016,-92.312500000
196436526,-90.312500000
197216036,-85.812499968
197995546,-83.781249984
198775056,-84.781249984
199554566,-83.281249984
200334076,-82.750000000
201113586,-84.250000000
201893096,-87.250000000
202672606,-89.218750000
203452116,-88.218750000
204231626,-86.718750016
205011136,-80.718750016
205790646,-80.187500000
206570156,-80.187500000
207349666,-80.187500000
208129176,-82.656249984
208908686,-85.156250000
209688196,-87.656249984
210467706,-92.125000000
211247216,-88.125000000
212026726,-88.125000000
212806236,-86.593750016
213585746,-79.593750016
214365256,-80.593750016
215144766,-77.093750000
215924276,-82.562499968
216703786,-84.562499968
217483296,-87.531249984
218262806,-90.031250000
219042316,-87.031250000
219821826,-86.000000000
220601336,-87.000000000
221380846,-84.000000000
222160356,-83.000000000
222939866,-80.468750016
223719376,-81.468750016
224498886,-87.468750016
225278396,-89.437500000
226057906,-90.937500032
226837416,-87.437500000
227616927,-89.906249984
228396437,-88.406249984
229175947,-88.406249984
229955457,-84.906249984
230734967,-84.875000000
231514477,-85.875000000
232293987,-84.375000000
233073497,-90.375000000
233853007,-89.875000000
234632517,-88.875000000
235412027,-88.375000000
236191537,-89.375000000
236971047,-86.375000000
237750557,-82.406249984
238530067,-82.406249984
239309577,-84.906249984
240089087,-85.906249984
240868597,-91.406249984
241648107,-87.406249984
242427617,-88.906249984
243207127,-85.906249984
243986637,-86.406249984
244766147,-80.906249984
245545657,-82.437500000
246325167,-84.437500000
247104677,-85.437500000
247884187,-86.937500032
248663697,-88.937500032
249443207,-82.937500032
250222717,-81.937500032
251002227,-83.937500032
251781737,-81.937500032
252561247,-80.468750016
253340757,-82.968750016
254120267,-81.468750016
254899777,-80.468750016
255679287,-81.968750016
256458797,-80.968750016
257238307,-83.468750016
258017817,-83.468750016
258797327,-86.468750016
259576837,-88.468750016
260356347,-87.500000000
261135857,-87.000000000
261915367,-86.500000000
262694878,-84.500000000
263474388,-83.000000000
264253898,-81.500000000
265033408,-81.000000000
265812918,-80.000000000
266592428,-81.000000000
267371938,-80.531249984
268151448,-82.031250000
268930958,-84.031250000
269710468,-83.031250000
270489978,-84.531249984
271269488,-86.531249984
272048998,-85.031250000
272828508,-85.531249984
273608018,-84.031250000
274387528,-86.531249984
275167038,-79.562499968
275946548,-80.062500000
276726058,-79.562499968
277505568,-79.062500000
278285078,-81.062500000
279064588,-76.562499968
279844098,-78.062500000
280623608,-81.062500000
281403118,-82.562499968
282182628,-84.062500000
282962138,-83.093750000
283741648,-85.593750016
284521158,-87.093750000
285300668,-86.093750000
286080178,-86.093750000
286859688,-87.093750000
287639198,-85.593750016
288418708,-83.593750016
289198218,-83.593750016
289977728,-82.125000000
290757238,-83.125000000
291536748,-82.625000000
292316258,-84.625000000
293095768,-82.625000000
293875278,-83.125000000
294654788,-82.625000000
295434298,-85.093750000
296213808,-86.093750000
296993318,-85.093750000
297772829,-84.593750016
298552339,-85.093750000
299331849,-83.562499968
300111359,-83.062500000
300890869,-81.062500000
301670379,-79.062500000
302449889,-82.062500000
303229399,-83.062500000
304008909,-84.031250000
304788419,-84.031250000
305567929,-84.031250000
306347439,-87.531249984
307126949,-86.031250000
307906459,-87.531249984
308685969,-85.500000000
309465479,-82.500000000
310244989,-80.500000000
311024499,-82.500000000
311804009,-79.500000000
312583519,-80.000000000
313363029,-82.468750016
314142539,-81.968750016
314922049,-82.468750016
315701559,-81.468750016
316481069,-83.968750016
317260579,-83.968750016
318040089,-91.937500032
318819599,-88.937500032
319599109,-86.937500032
320378619,-88.437500000
321158129,-88.437500000
321937639,-87.906249984
322717149,-83.906249984
323496659,-81.906249984
324276169,-84.406249984
325055679,-80.406249984
325835189,-84.406249984
326614699,-82.875000000
327394209,-82.375000000
328173719,-83.375000000
328953229,-82.375000000
329732739,-83.375000000
330512249,-86.875000000
331291759,-88.343750016
332071269,-89.843750016
332850780,-86.843750016
333630290,-88.843750016
334409800,-82.843750016
335189310,-82.843750016
335968820,-81.312500000
336748330,-79.312500000
337527840,-80.312500000
338307350,-80.312500000
339086860,-83.312500000
339866370,-81.312500000
340645880,-84.281249984
341425390,-83.281249984
342204900,-88.281249984
342984410,-89.781249984
343763920,-88.281249984
344543430,-88.281249984
345322940,-90.750000000
346102450,-88.750000000
346881960,-86.250000000
347661470,-85.750000000
348440980,-84.750000000
349220490,-88.250000000
350000000,-86.718750016
