frequencia_hz,amplitude_dbm
225000000,-89.687500032
225779510,-89.656249984
226559020,-87.156250000
227338530,-88.625000000
228118040,-86.625000000
228897550,-87.125000000
229677060,-86.125000000
230456570,-87.093750000
231236080,-86.593750016
232015590,-89.593750016
232795100,-88.593750016
233574610,-88.093750000
234354120,-88.093750000
235133630,-88.593750016
235913140,-85.593750016
236692650,-86.593750016
237472160,-86.093750000
238251670,-84.625000000
239031180,-87.625000000
239810690,-83.625000000
240590200,-85.125000000
241369710,-86.125000000
242149220,-86.625000000
242928731,-85.625000000
243708241,-88.625000000
244487751,-86.625000000
245267261,-87.156250000
246046771,-87.156250000
246826281,-88.656249984
247605791,-86.156250000
248385301,-86.656249984
249164811,-87.656249984
249944321,-86.156250000
250723831,-88.156250000
251503341,-85.156250000
252282851,-85.656249984
253062361,-86.687500032
253841871,-88.187500000
254621381,-87.687500032
255400891,-86.687500032
256180401,-85.687500032
256959911,-86.687500032
257739421,-88.687500032
258518931,-86.187500000
259298441,-88.187500000
260077951,-85.687500032
260857461,-86.718750016
261636971,-88.218750000
262416481,-87.218750000
263195991,-87.218750000
263975501,-85.218750000
264755011,-88.218750000
265534521,-87.718750016
266314031,-86.218750000
267093541,-86.218750000
267873051,-87.250000000
268652561,-87.750000000
269432071,-87.250000000
270211581,-85.250000000
270991091,-87.750000000
271770601,-86.750000000
272550111,-86.750000000
273329621,-89.250000000
274109131,-88.750000000
274888641,-86.281249984
275668151,-85.781249984
276447661,-90.281249984
277227171,-89.781249984
278006682,-90.281249984
278786192,-85.281249984
279565702,-86.781249984
280345212,-87.781249984
281124722,-87.281249984
281904232,-87.781249984
282683742,-88.781249984
283463252,-87.312500000
284242762,-86.312500000
285022272,-85.812499968
285801782,-86.312500000
286581292,-86.312500000
287360802,-86.812499968
288140312,-84.312500000
288919822,-84.312500000
289699332,-84.312500000
290478842,-83.843750016
291258352,-85.343750016
292037862,-86.843750016
292817372,-84.843750016
293596882,-88.843750016
294376392,-87.343750016
295155902,-84.812499968
295935412,-86.312500000
296714922,-88.312500000
297494432,-87.812499968
298273942,-83.812499968
299053452,-87.781249984
299832962,-85.281249984
300612472,-84.781249984
301391982,-87.781249984
302171492,-84.281249984
302951002,-86.281249984
